HORARIO_FUNCIONAMENTO;OPCOES_DE_SERVICO;URL
;;https://www.google.com/maps/search/Bistrô+do+Miller+MG+CLARAVAL+CENTRO
;;https://www.google.com/maps/search/LANCHONETE+VEM+QUE+TEM+AL+PARIPUEIRA+CENTRO
"segunda-feira
14:00–23:59
terça-feira
14:00–23:59
quarta-feira
14:00–23:59
quinta-feira
14:00–23:59
sexta-feira
14:00–23:59
sábado
14:00–23:59
domingo
14:00–23:59";"Opções de serviço
Entrega sem contato
Entrega
Para viagem
Refeição no local";https://www.google.com/maps/search/DOMINOS+RJ+RIO+DE+JANEIRO+REALENGO
;;https://www.google.com/maps/search/BAR+SAO+BENEDITO+MG+VARGINHA+CENTRO
"segunda-feira
09:00–22:00
terça-feira
09:00–17:00
quarta-feira
09:00–22:00
quinta-feira
09:00–22:00
sexta-feira
09:00–22:00
sábado
09:00–22:00
domingo
09:00–22:00";"Opções de serviço
Mesas externas
Entrega sem contato
Entrega
Para viagem
Refeição no local";https://www.google.com/maps/search/RESTAURANTE+PIZZARIA+E+ESPACO+DE+LAZER+K-LABAR+CE+PACOTI+CENTRO
"segunda-feira
Fechado
terça-feira
19:00–00:00
quarta-feira
19:30–00:00
quinta-feira
19:30–00:00
sexta-feira
19:30–00:00
sábado
11:00–00:00
domingo
Fechado";"Opções de serviço
Retirada na porta
Entrega
Para viagem
Refeição no local";https://www.google.com/maps/search/CARTORIO+BAR+PR+GUAIRA+CENTRO
"segunda-feira
06:00–23:00
terça-feira
06:00–23:00
quarta-feira
06:00–23:00
quinta-feira
06:00–23:00
sexta-feira
06:00–23:00
sábado
06:00–23:00
domingo
06:00–23:00";"Opções de serviço
Retirada na porta
Entrega sem contato
Entrega
Drive-through
Para viagem
Refeição no local";https://www.google.com/maps/search/POUSADA+E+RESTAURANTE+3+IRMÃOS+SP+ITAPIRAPUA+PAULISTA+CENTRO
"segunda-feira
Fechado
terça-feira
Fechado
quarta-feira
19:00–23:00
quinta-feira
19:00–23:00
sexta-feira
19:00–23:00
sábado
19:00–23:00
domingo
19:00–23:00";;https://www.google.com/maps/search/LABAREDA+LANCHES+GO+CAMPOS+VERDES+SETOR+CENTRAL
;;https://www.google.com/maps/search/CANTINHO+DI+TANIA+BA+MARAU+BARRA+GRANDE
"segunda-feira
11:00–15:00
terça-feira
11:00–15:00
quarta-feira
11:00–15:00
quinta-feira
11:00–15:00
sexta-feira
11:00–15:00
sábado
11:00–15:00
domingo
11:00–15:00";"Opções de serviço
Entrega sem contato
Entrega
Para viagem
Refeição no local";https://www.google.com/maps/search/RESTAURANTE+FLORESTA+SP+JUQUIA+FLORESTA
"segunda-feira
05:30–18:00
terça-feira
05:30–18:00
quarta-feira
05:30–18:00
quinta-feira
05:30–18:00
sexta-feira
05:30–18:00
sábado
05:30–13:00
domingo
Fechado";"Opções de serviço
Para viagem
Refeição no local";https://www.google.com/maps/search/LANCHONETE+DO+BENE+MG+ABAETE+CENTRO
"segunda-feira
11:00–17:00
terça-feira
11:00–17:00
quarta-feira
11:00–17:00
quinta-feira
11:00–17:00
sexta-feira
11:00–01:00
sábado
12:00–01:00
domingo
Fechado";;https://www.google.com/maps/search/ABRIGO+COLETIVO+E+BAR+GO+GOIANIA+SETOR+LESTE+UNIVERSITARIO
"segunda-feira
11:00–23:00
terça-feira
11:00–23:00
quarta-feira
11:00–23:00
quinta-feira
11:00–23:00
sexta-feira
11:00–23:00
sábado
12:00–23:00
domingo
12:00–23:00";"Opções de serviço
Entrega sem contato
Entrega
Para viagem
Refeição no local";https://www.google.com/maps/search/CHINA+IN+BOX+RJ+RIO+DE+JANEIRO+TAQUARA
;;https://www.google.com/maps/search/BAR+E+MERCEARIA+AMORIM+SC+TIJUCAS+UNIVERSITARIO
"segunda-feira
11:30–14:00
19:00–23:45
terça-feira
11:30–14:00
19:00–23:45
quarta-feira
11:30–14:00
19:00–23:45
quinta-feira
11:30–14:00
19:00–23:45
sexta-feira
11:30–14:00
19:00–23:45
sábado
11:30–14:00
19:00–23:45
domingo
11:30–14:00
19:00–23:45";"Opções de serviço
Retirada na porta
Entrega
Para viagem
Refeição no local";https://www.google.com/maps/search/restaurante+aquarela+RS+SAO+BORJA+CENTRO
"segunda-feira
Fechado
terça-feira
09:00–21:00
quarta-feira
09:00–21:00
quinta-feira
09:00–21:00
sexta-feira
09:00–21:00
sábado
09:00–21:00
domingo
09:00–21:00";"Opções de serviço
Refeição no local";https://www.google.com/maps/search/CAFE++CHA++CHOCOLATE++EMPORIO+DE+MOVEIS+E+CIA+RJ+VASSOURAS+CENTRO
"segunda-feira
10:00–22:00
terça-feira
10:00–22:00
quarta-feira
10:00–22:00
quinta-feira
10:00–22:00
sexta-feira
10:00–22:00
sábado
10:00–22:00
domingo
14:00–20:00";"Opções de serviço
Entrega sem contato
Entrega
Para viagem
Refeição no local";https://www.google.com/maps/search/bobs+sjp+PR+SAO+JOSE+DOS+PINHAIS+CENTRO
;;https://www.google.com/maps/search/RESTAURANTE+RECANTO+MINEIRO+MG+ITAMARANDIBA+PRIMEIRO+DE+MAIO
"segunda-feira
Fechado
terça-feira
11:00–14:00
quarta-feira
11:00–14:00
17:30–23:30
quinta-feira
11:00–14:00
17:30–23:30
sexta-feira
11:00–14:00
17:30–23:30
sábado
11:00–14:00
17:30–00:00
domingo
10:00–15:00
17:30–23:30";"Opções de serviço
Mesas externas
Entrega sem contato
Entrega
Para viagem
Refeição no local";https://www.google.com/maps/search/Bar+e+Restaurante+Farol+Beer+SC+MARAVILHA+CENTRO
"segunda-feira
10:50–14:00
terça-feira
10:50–14:00
quarta-feira
10:50–14:00
quinta-feira
10:50–14:00
sexta-feira
10:50–14:00
sábado
10:50–14:00
domingo
10:50–14:00";"Opções de serviço
Mesas externas
Retirada na porta
Entrega sem contato
Entrega
Para viagem
Refeição no local";https://www.google.com/maps/search/CHURRASCARIA+BEIRA+RIO+MT+BARRA+DO+GARCAS+SETOR+SUL+I
"segunda-feira
07:30–15:00
terça-feira
07:30–15:00
quarta-feira
07:30–15:00
quinta-feira
07:30–15:00
sexta-feira
07:30–15:00
sábado
07:30–15:00
domingo
Fechado";"Opções de serviço
Mesas externas
Entrega sem contato
Entrega
Para viagem
Refeição no local";https://www.google.com/maps/search/Boteco+SC+QUILOMBO+CENTRO
;;https://www.google.com/maps/search/RODO+PIZZAS+CHOPERIA+SC+PETROLANDIA+CENTRO
"segunda-feira
18:00–22:00
terça-feira
18:00–22:00
quarta-feira
18:00–22:00
quinta-feira
18:00–22:00
sexta-feira
18:00–22:00
sábado
18:00–22:00
domingo
Fechado";"Opções de serviço
Mesas externas
Entrega sem contato
Entrega
Para viagem
Refeição no local";https://www.google.com/maps/search/BOHEME+BAR+&+BURGUER+PR+IRATI+CENTRO
;;https://www.google.com/maps/search/Digao+Lanches+MG+LEOPOLDINA+CENTRO
"segunda-feira
07:00–18:00
terça-feira
07:00–18:00
quarta-feira
07:00–18:00
quinta-feira
07:00–18:00
sexta-feira
07:00–18:00
sábado
07:00–18:00
domingo
07:00–18:00";"Opções de serviço
Entrega sem contato
Entrega
Para viagem
Refeição no local";https://www.google.com/maps/search/PETERLE'S+BAR++ES+DOMINGOS+MARTINS+ARACE
"segunda-feira
18:30–23:30
terça-feira
18:30–23:30
quarta-feira
18:30–23:30
quinta-feira
18:30–23:30
sexta-feira
18:30–23:30
sábado
18:30–23:30
domingo
18:30–23:30";"Opções de serviço
Entrega sem contato
Entrega
Para viagem
Refeição no local";https://www.google.com/maps/search/BRAVA+SUSHI+SC+BLUMENAU+JARDIM+BLUMENAU
;;https://www.google.com/maps/search/MANINHO+LANCHES+PA+CONCEICAO+DO+ARAGUAIA+CENTRO
;;https://www.google.com/maps/search/RESTAURANTE+E+PETISCARIA+PRAIA+MAR+SC+ITAPEMA+CENTRO
"segunda-feira
Fechado
terça-feira
19:00–23:30
quarta-feira
19:00–23:30
quinta-feira
19:00–23:30
sexta-feira
19:00–23:30
sábado
19:00–23:30
domingo
19:00–23:30";;https://www.google.com/maps/search/BARE+SUSHI+SC+SANTO+AMARO+DA+IMPERATRIZ+VILA+BECKER
"segunda-feira
11:30–22:00
terça-feira
11:30–22:00
quarta-feira
11:30–22:00
quinta-feira
11:30–22:00
sexta-feira
11:30–22:00
sábado
11:30–22:00
domingo
13:00–22:00";"Opções de serviço
Entrega sem contato
Entrega
Para viagem
Refeição no local";https://www.google.com/maps/search/ACAI+BEAT+PONTE+NOVA+MG+PONTE+NOVA+PALMEIRAS
"segunda-feira
09:00–17:00
terça-feira
09:00–17:00
quarta-feira
09:00–17:00
quinta-feira
09:00–17:00
sexta-feira
10:00–17:00
sábado
09:00–18:00
domingo
09:00–18:00";"Opções de serviço
Entrega sem contato
Entrega
Para viagem
Refeição no local";https://www.google.com/maps/search/VINHOS+FRANK+RESTAURANTE+SP+SAO+ROQUE+TABOAO
;;https://www.google.com/maps/search/CAFE++CHA++CHOCOLATE++EMPORIO+DE+MOVEIS+E+CIA+RJ+MENDES+COQUEIROS
"segunda-feira
11:30–15:30
17:30–23:00
terça-feira
11:30–15:30
17:30–23:00
quarta-feira
11:30–15:30
17:30–23:00
quinta-feira
11:30–15:30
17:30–23:00
sexta-feira
11:30–15:30
17:30–23:00
sábado
11:30–15:30
17:30–23:00
domingo
11:30–22:30";;https://www.google.com/maps/search/RESTAURANTE+E+PIZZARIA+MAZZANO+RN+NATAL+PONTA+NEGRA
;;https://www.google.com/maps/search/BISTRO+&+PETISQUERIA+ATIBAIA+BY+MARY+SP+SAO+VICENTE+VILA+VALENCA
"segunda-feira
18:00–23:00
terça-feira
Fechado
quarta-feira
18:00–23:00
quinta-feira
18:00–23:00
sexta-feira
18:00–01:00
sábado
18:00–01:00
domingo
18:00–23:00";;https://www.google.com/maps/search/TENENTE+PIMENTA+PUB+BAR+MG+OURO+PRETO+ANTONIO+DIAS
;;https://www.google.com/maps/search/DEL+VECCHIO+SP+BOITUVA+PORTAL+VILLE+AZALEIA
;"Opções de serviço
Entrega
Para viagem
Refeição no local";https://www.google.com/maps/search/Mirê+Poá+Restaurante+PR+SAO+JOSE+DOS+PINHAIS+CENTRO
;;https://www.google.com/maps/search/TAKARRACHI+PI+PIRIPIRI+CENTRO
"segunda-feira
11:00–03:00
terça-feira
11:00–03:00
quarta-feira
11:00–03:00
quinta-feira
11:00–03:00
sexta-feira
11:00–03:00
sábado
11:00–03:00
domingo
11:00–03:00";;https://www.google.com/maps/search/CHURRASCARIA+DO+MARRAIA+MG+JORDANIA+CENTRO
;;https://www.google.com/maps/search/BARNEY'S+BURGER+WS+CE+FORTALEZA+PARQUE+MANIBURA
"segunda-feira
12:00–00:00
terça-feira
12:00–00:00
quarta-feira
12:00–00:00
quinta-feira
12:00–00:00
sexta-feira
12:00–00:00
sábado
12:00–00:00
domingo
Fechado";"Opções de serviço
Entrega
Para viagem
Refeição no local";https://www.google.com/maps/search/BOTECO+32+RJ+ARMACAO+DOS+BUZIOS+MANGUINHOS
;;https://www.google.com/maps/search/BISCOITOS+J++PEREIRA+GO+GOIANIA+SETOR+MARISTA
;;https://www.google.com/maps/search/PESQUE+PAGUE+DO+BATATA+E+TURISMO+RURAL+RS+HARMONIA+ZONA+RURAL
;;https://www.google.com/maps/search/RESTAURANTE+E+POUSADA+JEOVA-GIRE+PA+CACHOEIRA+DO+ARARI+CENTRO
"segunda-feira
18:00–05:00
terça-feira
18:00–05:00
quarta-feira
18:00–05:00
quinta-feira
18:00–05:00
sexta-feira
18:00–05:00
sábado
18:00–05:00
domingo
18:00–05:00";"Opções de serviço
Mesas externas
Entrega sem contato
Entrega
Para viagem
Refeição no local";https://www.google.com/maps/search/Beto+Lanches+MG+CONCEICAO+DAS+PEDRAS+CENTRO
"segunda-feira
18:30–00:00
terça-feira
18:30–00:00
quarta-feira
18:30–00:00
quinta-feira
18:30–00:00
sexta-feira
18:30–00:00
sábado
18:30–00:30
domingo
18:30–00:00";"Opções de serviço
Mesas externas
Entrega sem contato
Entrega
Para viagem
Refeição no local";https://www.google.com/maps/search/LAMPARINA+BAR+E+PIZZARIA+RN+APODI+BOA+VIAGEM
"segunda-feira
11:00–15:00
terça-feira
11:00–23:00
quarta-feira
11:00–23:00
quinta-feira
11:00–23:00
sexta-feira
11:00–00:30
sábado
11:00–01:00
domingo
11:00–22:30";"Opções de serviço
Retirada na porta
Entrega
Para viagem
Refeição no local";https://www.google.com/maps/search/BAR+&+RESTAURANTE+LUNARY+SE+ESTANCIA+CENTRO
"segunda-feira
11:00–14:30
terça-feira
11:00–14:30
quarta-feira
11:00–14:30
quinta-feira
11:00–14:30
sexta-feira
11:00–14:30
sábado
11:00–14:30
domingo
Fechado";"Opções de serviço
Entrega sem contato
Entrega
Para viagem
Refeição no local";https://www.google.com/maps/search/CHURRASCARIA+BOI+NA+BRASA+GO+GOIATUBA+CENTRO
;;https://www.google.com/maps/search/PIZARRIA+MONTE+REI+PI+PIRIPIRI+CENTRO
;;https://www.google.com/maps/search/CANTINA+ITALIANA+SC+NOVA+TRENTO+CENTRO
"segunda-feira
18:00–23:00
terça-feira
18:00–23:00
quarta-feira
18:00–23:00
quinta-feira
Fechado
sexta-feira
18:00–23:00
sábado
18:00–23:00
domingo
18:00–23:00";;https://www.google.com/maps/search/SORVETERIA+PORTO+GELLS+PA+CONCEICAO+DO+ARAGUAIA+SAO+LUIZ+I
;;https://www.google.com/maps/search/Lampião+Culinária+Nordestina+BA+LENCOIS+CENTRO
"segunda-feira
Fechado
terça-feira
11:30–15:30
quarta-feira
11:30–15:30
quinta-feira
11:30–15:30
sexta-feira
11:30–15:30
sábado
Fechado
domingo
Fechado";"Opções de serviço
Entrega
Para viagem
Refeição no local";https://www.google.com/maps/search/BRAVÍSSIMO+BAR+E+RESTAURANTE+LTDA+RJ+RIO+DE+JANEIRO+FLAMENGO
"segunda-feira
09:00–16:00
18:00–22:00
terça-feira
09:00–16:00
18:00–22:00
quarta-feira
09:00–16:00
18:00–22:00
quinta-feira
09:00–16:00
18:00–22:00
sexta-feira
09:00–16:00
18:00–23:00
sábado
09:00–16:00
18:00–23:00
domingo
09:00–16:00
18:00–22:00";"Opções de serviço
Mesas externas
Retirada na porta
Para viagem
Refeição no local";https://www.google.com/maps/search/MUGANGA+BISTRO+PE+IPOJUCA+NOSSA+SENHORA+DO+O+-+VILA+DO+PORTO
"segunda-feira
Fechado
terça-feira
18:00–01:00
quarta-feira
18:00–01:00
quinta-feira
18:00–01:00
sexta-feira
18:00–01:00
sábado
18:00–01:00
domingo
18:00–00:00";"Opções de serviço
Mesas externas
Retirada na porta
Entrega sem contato
Entrega
Para viagem
Refeição no local";https://www.google.com/maps/search/BAKANA'S+RESTAURANTE+RO+OURO+PRETO+DO+OESTE+UNIAO
"segunda-feira
18:00–23:30
terça-feira
18:00–23:30
quarta-feira
18:00–23:30
quinta-feira
18:00–23:30
sexta-feira
18:00–23:30
sábado
18:00–23:30
domingo
18:00–23:30";"Opções de serviço
Entrega sem contato
Entrega
Para viagem
Refeição no local";https://www.google.com/maps/search/SUSHI+RESTAURANTE+PI+TERESINA+HORTO
"segunda-feira
10:00–23:00
terça-feira
10:00–23:00
quarta-feira
10:00–23:00
quinta-feira
10:00–23:00
sexta-feira
10:00–00:00
sábado
10:00–00:00
domingo
10:00–23:00";"Opções de serviço
Mesas externas
Retirada na porta
Entrega sem contato
Entrega
Para viagem
Refeição no local";https://www.google.com/maps/search/LANCHONETE+FAMIGLIA+GIANOTTI+SP+SERRA+NEGRA+CENTRO
"segunda-feira
08:00–18:00
terça-feira
08:00–18:00
quarta-feira
08:00–18:00
quinta-feira
08:00–18:00
sexta-feira
08:00–18:00
sábado
08:00–18:00
domingo
08:00–18:00";"Opções de serviço
Refeição no local";https://www.google.com/maps/search/QUIOSQUE+ESTRELA+DO+MAR+ES+ANCHIETA+PRAIA+DOS+CASTELHANOS
;;https://www.google.com/maps/search/QUENTINHAS+CELIA+SALES+AL+RIO+LARGO+GUSTAVO+PAIVA
"segunda-feira
11:00–23:00
terça-feira
11:00–23:00
quarta-feira
11:00–23:00
quinta-feira
11:00–23:00
sexta-feira
11:00–23:00
sábado
11:00–23:00
domingo
11:00–23:00";"Opções de serviço
Entrega sem contato
Entrega
Para viagem
Refeição no local";https://www.google.com/maps/search/GUIGA+REFEICOES+RS+ARARICA+CENTRO
"segunda-feira
Fechado
terça-feira
19:00–23:00
quarta-feira
19:00–23:00
quinta-feira
19:00–23:00
sexta-feira
19:00–23:00
sábado
19:00–23:00
domingo
19:00–23:00";"Opções de serviço
Entrega
Para viagem
Refeição no local";https://www.google.com/maps/search/GARAGEM+DA+PIZZA+SC+PORTO+BELO+CENTRO+P+BELO
;;https://www.google.com/maps/search/RESTAURANTE+CORTA+PRA+MIM+GO+GOIANIA+SETOR+CENTRAL
"segunda-feira
08:00–18:00
terça-feira
Fechado
quarta-feira
08:00–18:00
quinta-feira
08:00–18:00
sexta-feira
08:00–18:00
sábado
08:00–18:00
domingo
08:00–18:00";"Opções de serviço
Mesas externas
Entrega sem contato
Entrega
Para viagem
Refeição no local";https://www.google.com/maps/search/CHURRASCARIA+BEZERRA+CE+MORADA+NOVA+Sitio+Castelo
;;https://www.google.com/maps/search/RESTAURANTE+DO+TAMPA+SC+BALNEARIO+DE+PICARRAS+CENTRO
"segunda-feira
18:00–23:00
terça-feira
Fechado
quarta-feira
18:00–23:00
quinta-feira
18:00–23:00
sexta-feira
18:00–23:00
sábado
18:00–23:00
domingo
18:00–23:00";"Opções de serviço
Mesas externas
Entrega sem contato
Entrega
Para viagem
Refeição no local";https://www.google.com/maps/search/LUCIA+LANCHES+E+REFEICOES+AL+MACEIO+OURO+PRETO
;;https://www.google.com/maps/search/FAZENDA+RENOPOLIS+SP+SANTO+ANTONIO+DO+PINHAL+RENOPOLIS
;;https://www.google.com/maps/search/REVISTA+INVISTA+SC+TROMBUDO+CENTRAL+VILA+NOVA
"segunda-feira
11:00–22:00
terça-feira
11:00–22:00
quarta-feira
11:00–22:00
quinta-feira
11:00–22:00
sexta-feira
11:00–22:00
sábado
11:00–22:00
domingo
11:00–22:00";"Opções de serviço
Entrega sem contato
Entrega
Para viagem
Refeição no local";https://www.google.com/maps/search/MANIA+DE+CHURRASCO+PRIME+STEAK+RJ+NITEROI+CENTRO
;;https://www.google.com/maps/search/BUTEC'S+CONVENIENCIA+MT+LUCAS+DO+RIO+VERDE+MENINO+DEUS
;;https://www.google.com/maps/search/MEU+BAR+MS+COSTA+RICA+VILA+SANTANA
"segunda-feira
11:00–23:00
terça-feira
Fechado
quarta-feira
11:00–23:00
quinta-feira
11:00–23:00
sexta-feira
11:00–23:00
sábado
11:00–23:00
domingo
11:00–23:00";;https://www.google.com/maps/search/TARTARUGAS+RAFAEL+RESTAURANTE+SC+ITAPEMA+CANTO+DA+PRAIA
"segunda-feira
08:30–18:00
terça-feira
08:30–18:00
quarta-feira
08:30–18:00
quinta-feira
08:30–18:00
sexta-feira
08:30–18:00
sábado
08:30–18:00
domingo
08:30–18:00";"Opções de serviço
Mesas externas
Refeição no local";https://www.google.com/maps/search/POR+DO+SOL+RN+RIO+DO+FOGO+PITITINGA
"segunda-feira
11:00–16:00
terça-feira
11:00–16:00
quarta-feira
11:00–23:00
quinta-feira
11:00–23:00
sexta-feira
11:00–23:00
sábado
11:00–23:00
domingo
11:00–23:00";;https://www.google.com/maps/search/RESTAURANTE+E+LANCHONETE+SABOR+COM+ARTE+SP+SAO+BENTO+DO+SAPUCAI+PAIOL+GRANDE
"segunda-feira
11:00–14:00
terça-feira
11:00–14:00
quarta-feira
11:00–14:00
19:00–23:00
quinta-feira
11:00–14:00
19:00–23:00
sexta-feira
11:00–14:00
19:00–23:00
sábado
11:00–14:00
19:00–23:00
domingo
11:00–14:00";;https://www.google.com/maps/search/RESTAURANTE+SABOR+DO+SUL+SC+MONDAI+CENTRO
"segunda-feira
11:00–17:00
terça-feira
11:00–17:00
quarta-feira
11:00–17:00
quinta-feira
11:00–17:00
sexta-feira
11:00–17:00
sábado
11:00–17:00
domingo
11:00–17:00";"Opções de serviço
Entrega sem contato
Entrega
Para viagem
Refeição no local";https://www.google.com/maps/search/BG+GRIL+AL+PIRANHAS+XINGO
;;https://www.google.com/maps/search/CHURRASCARIA+VELHA+NAPOLITANA+PR+SAO+JOSE+DOS+PINHAIS+CENTRO
;;https://www.google.com/maps/search/PORTO+RESTAURANTE+E+BAR+PETISCARIA+PR+PORTO+AMAZONAS+CENTRO
;;https://www.google.com/maps/search/BAR+DO+CIRENE+MA+TASSO+FRAGOSO+CENTRO
;;https://www.google.com/maps/search/EMPORIO+RESTAURANTE+ES+ITAGUACU+CENTRO
;;https://www.google.com/maps/search/RISTORANT+E+PIZZERIA+LEONARDO+DA+VINCI+/CAMILA+SUITES+CE+JIJOCA+DE+JERICOACOARA+VILA+DE+JERICOACOARA
;;https://www.google.com/maps/search/OKA+-+HOTEL+E+RESTAURANTE+SC+IPUACU+CENTRO
"segunda-feira
Fechado
terça-feira
Fechado
quarta-feira
10:00–22:00
quinta-feira
10:00–22:00
sexta-feira
09:00–22:00
sábado
09:00–22:00
domingo
09:00–17:00";"Opções de serviço
Retirada na porta
Para viagem
Refeição no local
Entrega";https://www.google.com/maps/search/PESQUE-PAGUE+DORI+SC+MASSARANDUBA+GUARANI+MIRIM
"segunda-feira
07:00–19:00
terça-feira
07:00–19:00
quarta-feira
07:00–19:00
quinta-feira
07:00–19:00
sexta-feira
07:00–19:00
sábado
07:00–19:00
domingo
07:00–19:00";"Opções de serviço
Mesas externas
Entrega
Para viagem
Refeição no local";https://www.google.com/maps/search/PESQUEIRO+E+RESTAURANTE+JATOBA+SP+ELIAS+FAUSTO+BENFICA
"segunda-feira
18:30–23:00
terça-feira
18:30–23:00
quarta-feira
18:30–23:00
quinta-feira
18:30–23:00
sexta-feira
18:30–23:00
sábado
11:30–14:00
18:30–23:00
domingo
11:30–14:00";"Opções de serviço
Entrega
Para viagem
Refeição no local";https://www.google.com/maps/search/FIRENZE+RISTORANTE+RS+NOVA+PRATA+CENTRO
;;https://www.google.com/maps/search/SANDRA+LANCHES+AL+CAPELA+CENTRO
;;https://www.google.com/maps/search/RESTAURANTE+JIVANETE+BA+VALENCA+GUAIBIM
"segunda-feira
09:00–17:00
terça-feira
09:00–17:00
quarta-feira
09:00–17:00
quinta-feira
09:00–17:00
sexta-feira
09:00–17:00
sábado
09:00–17:00
domingo
09:00–17:00";"Opções de serviço
Para viagem
Refeição no local";https://www.google.com/maps/search/TROPEIRO+DE+MINAS+BA+MUCURI+CENTRO
;;https://www.google.com/maps/search/PEIXE+NA+REDE+DF+BRASILIA+AREAL+(AGUAS+CLARAS)
"segunda-feira
06:00–22:00
terça-feira
06:00–22:00
quarta-feira
06:00–22:00
quinta-feira
06:00–22:00
sexta-feira
06:00–22:00
sábado
06:00–22:00
domingo
06:00–22:00";;https://www.google.com/maps/search/RESTAURANTE+BOM+A+BESSA+PB+SANTANA+DOS+GARROTES+CENTRO
;;https://www.google.com/maps/search/EMPORIO+SANTISTA+MG+CAMPESTRE+CENTRO
;;https://www.google.com/maps/search/PIZZARIA+DEMARCHI+SC+IMBITUBA+IBIRAQUERA
;;https://www.google.com/maps/search/MINIKALZONE+SC+BALNEARIO+CAMBORIU+CENTRO
;;https://www.google.com/maps/search/TAPIOCARIA+NORDESTINA+DONA+CHICA+RS+NOVA+PETROPOLIS+Centro
"segunda-feira
11:00–23:30
terça-feira
11:00–23:30
quarta-feira
11:00–23:30
quinta-feira
11:00–23:30
sexta-feira
11:00–00:30
sábado
11:00–00:30
domingo
11:00–23:30";"Opções de serviço
Mesas externas
Entrega sem contato
Entrega
Para viagem
Refeição no local";https://www.google.com/maps/search/Pampa+Burger+RS+PORTO+ALEGRE+JARDIM+LINDOIA
;;https://www.google.com/maps/search/RESTAURANTE+CHEIRO+VERDE+GO+BOM+JARDIM+DE+GOIAS+CENTRO
"segunda-feira
09:00–22:00
terça-feira
09:00–22:00
quarta-feira
09:00–22:00
quinta-feira
09:00–22:00
sexta-feira
09:00–22:00
sábado
09:00–22:00
domingo
10:00–20:00";"Opções de serviço
Compras na loja";https://www.google.com/maps/search/TRIBO+VIRTUAL+GO+GOIANIA+JARDIM+GOIAS
"segunda-feira
11:00–14:00
terça-feira
11:00–14:00
quarta-feira
11:00–14:00
quinta-feira
11:00–14:00
sexta-feira
11:00–14:00
sábado
11:00–14:00
domingo
Fechado";"Opções de serviço
Entrega sem contato
Entrega
Para viagem
Refeição no local";https://www.google.com/maps/search/RESTAURANTE+O+CHAPAO+SC+GUARACIABA+INTERIOR
"segunda-feira
11:00–14:30
terça-feira
11:00–14:30
quarta-feira
11:00–14:30
quinta-feira
11:00–14:30
sexta-feira
11:00–14:30
sábado
11:00–14:30
domingo
Fechado";"Opções de serviço
Entrega sem contato
Entrega
Para viagem
Refeição no local";https://www.google.com/maps/search/SABOR+E+PROSA+MG+BELO+HORIZONTE+GLORIA
;;https://www.google.com/maps/search/RESTAURANTE+E+POUSADA+MAMA+PEREIRA+AL+JAPARATINGA+CENTRO
"segunda-feira
11:00–15:00
terça-feira
11:00–15:00
quarta-feira
11:00–15:00
quinta-feira
11:00–15:00
sexta-feira
11:00–15:00
sábado
11:00–15:00
domingo
Fechado";"Opções de serviço
Mesas externas
Entrega sem contato
Entrega
Para viagem
Refeição no local";https://www.google.com/maps/search/RESTAURANTE+FLOR+DO+SERTAO+AL+MACEIO+TABULEIRO+DO+MARTINS
"segunda-feira
10:30–14:30
17:00–00:00
terça-feira
10:30–14:30
17:00–00:00
quarta-feira
10:30–14:30
17:00–00:00
quinta-feira
10:30–14:30
17:00–00:00
sexta-feira
10:30–14:30
17:00–00:00
sábado
10:30–15:00
17:00–00:00
domingo
Fechado";"Opções de serviço
Mesas externas
Retirada na porta
Entrega sem contato
Entrega
Para viagem
Refeição no local";https://www.google.com/maps/search/XIRU+RESTAURANTE+E+PIZZARIA+PR+DOURADINA+JARDIM+GUARITA
;;https://www.google.com/maps/search/BAR+DA+COMBEBA+PB+COXIXOLA+SAO+JOSE
;"Opções de serviço
Mesas externas
Refeição no local";https://www.google.com/maps/search/Chez+Monino+GO+GOIANIA+JARDIM+GOIAS
"segunda-feira
10:45–23:00
terça-feira
10:45–23:00
quarta-feira
10:45–23:00
quinta-feira
10:45–23:00
sexta-feira
10:45–23:00
sábado
10:45–23:00
domingo
10:45–23:00";"Opções de serviço
Retirada na porta
Entrega sem contato
Entrega
Para viagem";https://www.google.com/maps/search/Cumbuca+RJ+RIO+DE+JANEIRO+MARACANA
;;https://www.google.com/maps/search/CAFE+NA+VO+RJ+ARMACAO+DOS+BUZIOS+MANGUINHOS
;;https://www.google.com/maps/search/BOLAO+RESTAURANTE+SC+TANGARA+CENTRO+TANGARA
"segunda-feira
11:00–14:00
18:00–23:00
terça-feira
11:00–14:00
18:00–23:00
quarta-feira
11:00–14:00
18:00–23:00
quinta-feira
11:00–14:00
18:00–23:00
sexta-feira
11:00–14:00
18:00–23:00
sábado
11:00–14:00
18:00–23:00
domingo
Fechado";;https://www.google.com/maps/search/DEGA'S+PIZZARIA+LTDA+SC+RIO+NEGRINHO+CENTRO
"segunda-feira
Fechado
terça-feira
18:00–23:00
quarta-feira
18:00–23:00
quinta-feira
18:00–23:00
sexta-feira
18:00–00:00
sábado
18:00–00:00
domingo
18:00–23:00";"Opções de serviço
Entrega
Para viagem
Refeição no local";https://www.google.com/maps/search/LANCHERIA+&+SORVETERIA+CENTER+PR+PEABIRU+CENTRO
